"MacroTrends Data Download"
"RYAAY - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net""."
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page."


date,open,high,low,close,volume
2002-08-15,5.3481,5.5925,5.3432,5.5796,127320
2002-08-16,5.5764,5.7694,5.5764,5.7002,277017
2002-08-19,5.66,5.6841,5.3336,5.385,325673
2002-08-20,5.3466,5.5088,5.3466,5.4349,103706
2002-08-21,5.4338,5.4702,5.3609,5.459,197080
2002-08-22,5.467,5.5346,5.3722,5.3722,67742
2002-08-23,5.3674,5.3883,5.2822,5.3497,108559
2002-08-26,5.393,5.4863,5.2258,5.4863,84451
2002-08-27,5.4124,5.4832,5.4124,5.4542,85313
2002-08-28,5.4174,5.427,5.3143,5.3143,106528
2002-08-29,5.4106,5.4106,5.2467,5.2837,54788
2002-08-30,5.3866,5.4025,5.2339,5.2596,73024
2002-09-03,5.2291,5.3063,4.9429,5.1278,297828
2002-09-04,5.0361,5.2902,4.9429,5.2902,192315
2002-09-05,5.2178,5.2239,5.0088,5.0329,368724
2002-09-06,5.0282,5.2001,5.028,5.1229,135380
2002-09-09,5.1631,5.2773,5.1535,5.258,287323
2002-09-10,5.1695,5.3399,5.1631,5.3062,189642
2002-09-11,5.3303,5.5104,5.2742,5.4783,209508
2002-09-12,5.4429,5.4429,5.2098,5.3095,402928
2002-09-13,5.3062,5.3062,5.2081,5.2226,134308
2002-09-16,5.2644,5.2644,5.1454,5.1599,84373
2002-09-17,5.1776,5.3303,5.1262,5.1728,182836
2002-09-18,5.2257,5.2257,5.0425,5.1776,341745
2002-09-19,5.1262,5.1696,5.1069,5.1069,128283
2002-09-20,5.065,5.163,5.0618,5.1374,202949
2002-09-23,5.1294,5.1294,5.0088,5.0683,122820
2002-09-24,5.0104,5.0136,4.946,4.9959,193425
2002-09-25,5.0472,5.1246,4.9702,5.1085,162191
2002-09-26,5.1294,5.1294,4.9815,5.0635,166928
2002-09-27,5.0972,5.3224,5.0972,5.2162,198504
2002-09-30,5.2162,5.4671,5.1455,5.4494,229877
2002-10-01,5.4045,5.4992,5.2998,5.4542,391568
2002-10-02,5.4118,5.5394,5.3465,5.3674,404106
2002-10-03,5.4636,5.4636,5.1374,5.1776,109797
2002-10-04,5.1342,5.2741,5.0956,5.0988,175322
2002-10-07,5.0923,5.0923,4.7579,4.819,236613
2002-10-08,4.8046,4.9766,4.7403,4.9734,312879
2002-10-09,4.8994,4.9171,4.766,4.8126,135404
2002-10-10,4.7868,4.9461,4.7836,4.8882,23637
2002-10-11,4.9413,5.1229,4.9413,5.012,102970
2002-10-14,4.991,5.0136,4.8753,4.8978,151292
2002-10-15,4.9814,5.3095,4.946,5.2435,201775
2002-10-16,5.242,5.242,5.1133,5.1503,69331
2002-10-17,5.2002,5.4478,5.1986,5.3979,121135
2002-10-18,5.4189,5.4711,5.2436,5.4597,237861
2002-10-21,5.3545,5.5153,5.3063,5.5024,140335
2002-10-22,5.467,5.795,5.3705,5.7693,304385
2002-10-23,5.7886,5.9832,5.6473,5.8465,277149
2002-10-24,5.8658,5.9237,5.84,5.8417,277071
2002-10-25,5.7967,5.7967,5.6117,5.7018,141275
2002-10-28,5.7548,5.8095,5.6745,5.8079,140961
2002-10-29,5.8047,5.8079,5.6438,5.7886,205375
2002-10-30,5.7886,5.9735,5.7886,5.9028,222815
2002-10-31,5.8304,6.0603,5.8304,5.9832,247406
2002-11-01,6.021,6.2244,6.0041,6.0813,312292
2002-11-04,6.6184,6.9818,6.6168,6.9239,623268
2002-11-05,6.7614,6.8788,6.7261,6.8306,318670
2002-11-06,6.866,6.8933,6.7422,6.7454,422076
2002-11-07,6.7855,7.0428,6.7534,6.9222,543281
2002-11-08,6.9946,7.0139,6.8965,6.9544,281923
2002-11-11,6.9142,7.112,6.9142,7.112,152546
2002-11-12,7.075,7.1087,7.0267,7.0428,130357
2002-11-13,7.0203,7.0348,6.9142,6.9383,411301
2002-11-14,6.9833,7.0106,6.9141,6.9222,194027
2002-11-15,6.9142,6.993,6.8998,6.9142,260900
2002-11-18,6.8981,7.0428,6.8981,6.9222,74296
2002-11-19,6.9159,7.0943,6.9142,6.9142,167887
2002-11-20,6.9142,7.1072,6.9142,7.0863,166322
2002-11-21,7.1104,7.4111,7.0735,7.4079,167622
2002-11-22,7.4095,7.7504,7.3982,7.7182,255233
2002-11-25,7.6973,7.7214,7.3066,7.3966,450831
2002-11-26,7.3499,7.4288,7.0702,7.1152,263737
2002-11-27,7.1939,7.2036,7.0332,7.083,322575
2002-11-29,7.1859,7.1859,7.0428,7.0444,54843
2002-12-02,7.1602,7.1602,6.9818,7.0686,170313
2002-12-03,7.059,7.059,6.9046,6.9303,263375
2002-12-04,6.9126,7.0236,6.7341,6.9882,324501
2002-12-05,6.9785,7.0621,6.9672,7.0621,252297
2002-12-06,7.0267,7.0267,6.9093,7.0026,207997
2002-12-09,7.0268,7.0268,6.9078,6.9239,93572
2002-12-10,6.9303,6.9721,6.8949,6.8951,205724
2002-12-11,6.7775,6.7936,6.5363,6.7389,833471
2002-12-12,6.6038,6.8563,6.6022,6.8338,667534
2002-12-13,6.7486,6.7695,6.5524,6.6167,671851
2002-12-16,6.6955,6.8016,6.6167,6.6762,1078633
2002-12-17,6.6553,6.7373,6.636,6.6489,299266
2002-12-18,6.6409,6.6778,6.6103,6.673,372373
2002-12-19,6.6553,6.7052,6.5058,6.5556,784910
2002-12-20,6.6006,6.6199,6.2549,6.4318,3728751
2002-12-23,6.4319,6.4383,6.3322,6.3997,454203
2002-12-24,6.3787,6.4398,6.3691,6.4318,265867
2002-12-26,6.4479,6.4721,6.4238,6.4431,198357
2002-12-27,6.4253,6.4543,6.3674,6.3837,197090
2002-12-30,6.3675,6.4319,6.1762,6.2196,178318
2002-12-31,6.2019,6.3402,6.1746,6.2968,160203
2003-01-02,6.3659,6.4801,6.1971,6.4479,321604
2003-01-03,6.5926,6.8451,6.5926,6.8161,352931
2003-01-06,6.7855,6.8338,6.7614,6.7791,312357
2003-01-07,6.7615,6.8644,6.7486,6.7936,299299
2003-01-08,6.8339,6.9399,6.7295,6.8531,904658
2003-01-09,6.8547,7.1071,6.8419,6.8756,301882
2003-01-10,6.8065,6.8869,6.7711,6.874,106646
2003-01-13,6.8355,6.866,6.6585,6.7068,295885
2003-01-14,6.7132,6.7132,6.6296,6.6714,216325
2003-01-15,6.6489,6.6489,6.3515,6.4077,395746
2003-01-16,6.3917,6.4769,6.3603,6.387,210697
2003-01-17,6.3996,6.4511,6.2469,6.271,314027
2003-01-21,6.2581,6.3755,6.2163,6.2549,306449
2003-01-22,6.2469,6.4077,6.2308,6.3353,277590
2003-01-23,6.3192,6.3241,6.0298,6.1102,630853
2003-01-24,6.1006,6.1006,5.7082,5.7822,674642
2003-01-27,5.7661,5.8561,5.7001,5.737,400134
2003-01-28,5.7002,5.824,5.6954,5.8224,445797
2003-01-29,5.8691,6.2373,5.8385,6.1794,431810
2003-01-30,6.271,6.5942,6.271,6.3595,526566
2003-01-31,6.3515,6.5782,6.3128,6.3579,420913
2003-02-03,6.5106,6.5844,6.4511,6.4672,227569
2003-02-04,6.3515,6.3592,6.2148,6.3032,601711
2003-02-05,6.2726,6.4559,6.2308,6.2694,390024
2003-02-06,6.1987,6.3695,6.1698,6.2791,259945
2003-02-07,6.3515,6.4222,6.2067,6.263,384932
2003-02-10,6.2935,6.3595,6.2549,6.316,216853
2003-02-11,6.3176,6.4495,6.3176,6.4302,259577
2003-02-12,6.3884,6.3884,6.2952,6.3273,556656
2003-02-13,6.2872,6.3499,6.2711,6.3209,1436475
2003-02-14,6.3515,6.3611,6.1617,6.3595,408654
2003-02-18,6.3658,6.5684,6.3658,6.5379,358088
2003-02-19,6.5475,6.5813,6.4736,6.5186,237037
2003-02-20,6.5572,6.6248,6.5235,6.5492,239858
2003-02-21,6.6167,6.7293,6.517,6.6746,303932
2003-02-24,6.6344,6.665,6.501,6.5733,442987
2003-02-25,6.2356,6.5138,6.1263,6.464,819205
2003-02-26,6.3917,6.3981,6.0299,6.0347,428888
2003-02-27,5.972,6.0379,5.8047,6.0218,1143026
2003-02-28,6.0122,6.1504,5.9318,6.1424,535391
2003-03-03,6.1504,6.2549,6.0547,6.1102,208382
2003-03-04,5.9334,5.9655,5.8304,5.8658,474525
2003-03-05,5.9141,5.9494,5.8047,5.8787,439587
2003-03-06,5.8626,5.9092,5.7275,5.8015,240477
2003-03-07,5.7854,5.9849,5.6761,5.9414,325642
2003-03-10,5.8738,5.9253,5.7967,5.8417,415572
2003-03-11,5.8015,5.8176,5.5491,5.5925,575458
2003-03-12,5.5651,5.5844,5.2869,5.5281,538205
2003-03-13,5.6166,6.1407,5.6085,6.1327,708015
2003-03-14,6.1102,6.1842,5.9269,6.0298,636982
2003-03-17,5.9993,6.5557,5.9494,6.5396,615140
2003-03-18,6.4993,6.5524,6.3514,6.5315,477725
2003-03-19,6.5219,6.5726,6.2582,6.4206,521097
2003-03-20,6.4125,6.6328,6.2999,6.5926,528347
2003-03-21,6.6039,7.2584,6.6039,7.0654,996097
2003-03-24,6.9319,6.9432,6.7631,6.7888,335251
2003-03-25,6.8258,6.9464,6.7599,6.9287,270274
2003-03-26,6.9142,6.9689,6.8258,6.9351,238513
2003-03-27,6.9142,6.9641,6.7679,6.9126,346646
2003-03-28,6.8451,6.9078,6.7052,6.9078,268475
2003-03-31,6.6312,6.7486,6.5604,6.6955,469524
2003-04-01,6.5846,6.673,6.5556,6.6087,520945
2003-04-02,6.6103,6.689,6.5588,6.6778,479186
2003-04-03,6.6296,6.6891,6.5556,6.628,367270
2003-04-04,6.5926,6.6472,6.525,6.5847,334047
2003-04-07,6.6698,6.7486,6.6087,6.6409,481768
2003-04-08,6.6328,6.7052,6.6087,6.6328,550828
2003-04-09,6.6248,6.7084,6.4785,6.5444,265233
2003-04-10,6.5749,6.6328,6.4608,6.5925,259465
2003-04-11,6.6393,6.6489,6.3949,6.6089,274311
2003-04-14,6.6456,6.7984,6.6038,6.718,231568
2003-04-15,6.7854,6.9141,6.6505,6.8354,268342
2003-04-16,6.9158,7.038,6.866,6.9769,409796
2003-04-17,7.0235,7.1136,6.9431,7.0621,202724
2003-04-21,7.0862,7.1039,6.9929,7.083,113103
2003-04-22,7.0107,7.0991,6.9287,7.0718,124377
2003-04-23,7.0718,7.128,6.9946,7.1168,191973
2003-04-24,6.9142,7.0428,6.7856,7.0139,536567
2003-04-25,6.7534,6.8049,6.5106,6.6023,510890
2003-04-28,6.5251,6.71,6.4688,6.6537,287783
2003-04-29,6.6039,6.7213,6.4945,6.554,229944
2003-04-30,6.5653,6.5653,6.3402,6.3788,432579
2003-05-01,6.427,6.4913,6.3498,6.4334,515541
2003-05-02,6.4157,6.5122,6.3932,6.4961,333394
2003-05-05,6.5186,6.5588,6.271,6.3305,345442
2003-05-06,6.3627,6.4641,6.3274,6.4222,1054844
2003-05-07,6.4848,6.7904,6.4688,6.668,730876
2003-05-08,6.71,6.7856,6.6328,6.6794,391110
2003-05-09,6.6328,6.7068,6.5283,6.673,551405
2003-05-12,6.6457,6.874,6.5814,6.7695,595417
2003-05-13,6.6939,6.7051,6.5283,6.5572,878141
2003-05-14,6.5283,6.5765,6.4061,6.464,482521
2003-05-15,6.3835,6.4132,6.3288,6.3562,560242
2003-05-16,6.435,6.6038,6.435,6.4945,323357
2003-05-19,6.4897,6.4961,6.3241,6.3432,280301
2003-05-20,6.324,6.3819,6.1954,6.2742,482232
2003-05-21,6.308,6.3465,6.242,6.271,273341
2003-05-22,6.255,6.3675,6.2244,6.2791,750916
2003-05-23,6.2308,6.3788,6.2148,6.3241,382562
2003-05-27,6.3739,6.6546,6.3353,6.636,305749
2003-05-28,6.6312,6.8933,6.6167,6.8322,700392
2003-05-29,6.837,6.9303,6.7647,6.7856,307870
2003-05-30,6.6891,6.7968,6.62,6.6666,563575
2003-06-02,6.8323,6.8644,6.7695,6.8033,398916
2003-06-03,6.0298,6.6168,5.9494,6.4431,2517315
2003-06-04,6.3515,6.6441,6.3515,6.6328,1288355
2003-06-05,6.6891,6.9978,6.6891,6.9303,834132
2003-06-06,6.9287,7.2439,6.9287,6.9673,690336
2003-06-09,6.9962,7.0236,6.8097,6.8499,254260
2003-06-10,6.8178,6.8339,6.6409,6.7213,613155
2003-06-11,6.657,6.673,6.3193,6.5653,851731
2003-06-12,6.4607,6.5604,6.4318,6.5347,517775
2003-06-13,6.5106,6.5251,6.4077,6.4254,454258
2003-06-16,6.4077,6.5604,6.3337,6.554,502886
2003-06-17,6.5879,6.6891,6.5332,6.6811,311830
2003-06-18,6.6618,6.7277,6.5926,6.7052,398140
2003-06-19,6.6505,6.8338,6.6167,6.7534,335917
2003-06-20,6.8338,6.8966,6.7743,6.8837,345661
2003-06-23,6.7502,6.8756,6.7309,6.874,746602
2003-06-24,6.8724,6.9978,6.7084,6.8145,559839
2003-06-25,6.8145,6.8145,6.673,6.673,476580
2003-06-26,6.62,6.993,6.62,6.9287,486900
2003-06-27,6.8933,7.1232,6.837,7.1216,610691
2003-06-30,7.03,7.276,6.9464,7.2229,829028
2003-07-01,7.2004,7.3162,7.0541,7.2197,576695
2003-07-02,7.1265,7.1828,7.014,7.0493,492222
2003-07-03,6.8,6.8547,6.4513,6.7647,1313051
2003-07-07,6.7374,6.7631,6.5814,6.6811,652870
2003-07-08,6.673,6.673,6.562,6.6505,553230
2003-07-09,6.5444,6.5701,6.4238,6.4238,1121547
2003-07-10,6.4318,6.4961,6.3916,6.435,1142890
2003-07-11,6.4962,6.903,6.4721,6.7277,763113
2003-07-14,6.7695,6.9046,6.7695,6.8885,330605
2003-07-15,6.9046,7.0332,6.874,6.9126,612937
2003-07-16,6.8338,6.9705,6.7454,6.9568,478633
2003-07-17,6.882,6.8981,6.7245,6.8145,481808
2003-07-18,6.7711,6.8097,6.5267,6.7195,311369
2003-07-21,6.6489,6.7936,6.5588,6.6778,362447
2003-07-22,6.665,6.7824,6.6409,6.673,248604
2003-07-23,6.665,6.6811,6.4994,6.628,427913
2003-07-24,6.5895,6.7712,6.5605,6.6811,633385
2003-07-25,6.665,6.7808,6.665,6.7679,236285
2003-07-28,6.8435,6.911,6.7968,6.8499,315750
2003-07-29,6.8739,7.0026,6.8016,6.9013,315626
2003-07-30,6.8869,6.9512,6.8339,6.9046,161188
2003-07-31,6.9142,6.9946,6.8274,6.8644,346718
2003-08-01,6.8483,6.9946,6.673,6.7229,339848
2003-08-04,6.6987,6.7518,6.5685,6.5926,255806
2003-08-05,6.5926,6.8997,6.5604,6.6971,444750
2003-08-06,6.689,6.8338,6.6826,6.7164,560332
2003-08-07,6.689,6.7791,6.689,6.755,163363
2003-08-08,6.7695,6.8033,6.6891,6.7631,185730
2003-08-11,6.7534,6.8756,6.7534,6.8563,212583
2003-08-12,6.8546,6.9479,6.8097,6.9206,209832
2003-08-13,6.9142,6.9142,6.8097,6.8419,133210
2003-08-14,6.8403,6.8674,6.7856,6.866,247771
2003-08-15,6.8402,6.874,6.7566,6.837,150030
2003-08-18,6.8323,6.9545,6.776,6.9126,316883
2003-08-19,6.8901,6.9769,6.8418,6.882,313674
2003-08-20,6.882,7.0461,6.8,6.833,485410
2003-08-21,6.9223,7.0622,6.9223,7.0557,217301
2003-08-22,7.157,7.2197,7.0509,7.0638,230931
2003-08-25,7.0428,7.1007,6.9898,6.9994,123647
2003-08-26,6.9882,7.0059,6.911,6.985,124008
2003-08-27,6.972,7.0107,6.8659,6.9544,107967
2003-08-28,6.7776,6.7856,6.6393,6.71,463285
2003-08-29,6.7614,6.8644,6.6891,6.8158,237982
2003-09-02,6.8354,7.0782,6.8338,7.0348,714921
2003-09-03,7.0831,7.2101,7.0268,7.1297,349813
2003-09-04,7.0943,7.2551,7.0284,7.2133,315110
2003-09-05,7.2037,7.5542,7.194,7.4368,427919
2003-09-08,7.4448,7.5075,7.2245,7.2985,446931
2003-09-09,7.2937,7.3789,7.038,7.1779,269996
2003-09-10,7.1313,7.2591,7.0284,7.0412,203521
2003-09-11,7.038,7.1136,6.8933,7.0991,135961
2003-09-12,7.0991,7.1394,7.0027,7.0654,76949
2003-09-15,7.0911,7.1506,7.0541,7.1152,87989
2003-09-16,7.0991,7.2728,7.0991,7.2728,182549
2003-09-17,7.2583,7.3227,7.0975,7.1956,139598
2003-09-18,7.0911,7.268,7.0493,7.2342,120547
2003-09-19,7.1795,7.2358,6.5604,6.6537,804995
2003-09-22,6.6376,6.6842,6.4334,6.4495,428553
2003-09-23,6.4511,6.6247,6.4511,6.6167,260291
2003-09-24,6.7132,6.7534,6.488,6.4961,372288
2003-09-25,6.5219,6.6907,6.4977,6.6135,335491
2003-09-26,6.6328,6.6762,6.39,6.3916,459792
2003-09-29,6.4318,6.6537,6.427,6.5122,690772
2003-09-30,6.5122,6.5251,6.4366,6.5042,324799
2003-10-01,6.5138,6.874,6.5138,6.8563,372816
2003-10-02,6.8515,6.9206,6.7341,6.8579,249589
2003-10-03,6.9142,6.9914,6.8387,6.9142,319034
2003-10-06,6.8981,6.9785,6.8306,6.9301,307822
2003-10-07,6.9174,7.0107,6.8515,6.9946,319247
2003-10-08,7.0267,7.1312,7.0267,7.12,262879
2003-10-09,7.1875,7.6056,7.1875,7.4337,2075189
2003-10-10,7.5027,7.8758,7.4802,7.7809,1110195
2003-10-13,7.8067,7.871,7.7182,7.8147,458488
2003-10-14,7.7568,7.7825,7.6298,7.7584,401623
2003-10-15,7.7793,8.0559,7.7182,8.0285,1381623
2003-10-16,7.99,7.9996,7.879,7.9433,535370
2003-10-17,7.9304,7.9353,7.6925,7.7037,361398
2003-10-20,7.7584,7.9738,7.7262,7.932,376677
2003-10-21,7.9369,8.4708,7.8613,8.3694,1245113
2003-10-22,8.3308,8.3308,8.0012,8.0462,494380
2003-10-23,8.0527,8.0768,7.842,7.9272,569937
2003-10-24,7.8388,8.0333,7.7873,8.0237,170165
2003-10-27,7.8709,8.162,7.8629,8.0719,257308
2003-10-28,8.0832,8.3485,7.9513,8.3115,311159
2003-10-29,8.2971,8.4498,8.1781,8.2231,360736
2003-10-30,8.2794,8.4482,8.2794,8.3003,186622
2003-10-31,8.3421,8.5286,8.2086,8.2263,434799
2003-11-03,8.281,8.3437,8.0719,8.2118,370643
2003-11-04,8.1202,8.1202,7.8951,7.9449,330087
2003-11-05,7.9593,8.0375,7.9465,7.9851,203216
2003-11-06,8.0012,8.0398,7.8983,8.0142,138266
2003-11-07,8.0076,8.0382,7.8452,7.9031,228076
2003-11-10,7.932,7.9497,7.8179,7.8484,92838
2003-11-11,7.7504,7.8533,7.6828,7.7584,270109
2003-11-12,7.4738,7.6394,7.4239,7.6185,494822
2003-11-13,7.7182,7.7456,7.5671,7.6539,356415
2003-11-14,7.7053,7.8499,7.5526,7.5526,289898
2003-11-17,7.5285,7.5783,7.3468,7.3966,243714
2003-11-18,7.4432,7.4529,7.2567,7.3162,276015
2003-11-19,7.3628,7.3644,7.2278,7.3017,322658
2003-11-20,7.1607,7.5429,7.1607,7.2583,278593
2003-11-21,7.3033,7.5703,7.2856,7.5268,210108
2003-11-24,7.5574,7.7358,7.5526,7.7262,282358
2003-11-25,7.6619,7.7198,7.5445,7.6812,172334
2003-11-26,7.7584,7.8404,7.5397,7.6796,136557
2003-11-28,7.543,7.6443,7.5205,7.5317,117244
2003-12-01,7.6152,7.8162,7.5516,7.6892,368558
2003-12-02,7.702,7.7825,7.493,7.5059,278675
2003-12-03,7.5976,7.8581,7.514,7.514,347922
2003-12-04,7.6925,7.7375,7.5092,7.649,296394
2003-12-05,7.6941,7.7182,7.4078,7.4352,307144
2003-12-08,7.4995,7.5879,7.3853,7.5252,385064
2003-12-09,7.5638,7.5638,7.3049,7.3226,269279
2003-12-10,7.284,7.3612,7.2037,7.276,167777
2003-12-11,7.2679,7.5573,7.2679,7.5493,170815
2003-12-12,7.5075,7.6329,7.411,7.5461,131530
2003-12-15,7.6571,7.7777,7.3676,7.44,234612
2003-12-16,7.8404,7.9851,7.6828,7.9433,946330
2003-12-17,7.9916,8.0719,7.8388,8.0044,408027
2003-12-18,8.1057,8.1716,7.8613,8.1282,440297
2003-12-19,8.1363,8.2215,7.8967,8.0398,514925
2003-12-22,8.0382,8.2617,7.9353,8.2617,249702
2003-12-23,8.2118,8.2134,8.1201,8.1716,261530
2003-12-24,8.1523,8.2022,8.08,8.088,46773
2003-12-26,8.1411,8.2006,8.0559,8.1041,48883
2003-12-29,8.2054,8.2697,8.1283,8.2376,100610
2003-12-30,8.2729,8.3324,8.1491,8.1523,256415
2003-12-31,8.1829,8.2488,8.035,8.1459,214787
2004-01-02,8.2006,8.2713,8.1218,8.2697,257096
2004-01-05,8.2617,8.2713,7.8227,7.9787,485287
2004-01-06,8.0591,8.2488,8.0269,8.1684,263201
2004-01-07,8.2488,8.3903,8.2086,8.2536,285204
2004-01-08,8.3131,8.5413,8.2182,8.3935,380584
2004-01-09,8.281,8.3887,8.1877,8.281,461202
2004-01-12,8.3067,8.4009,8.1925,8.2761,130031
2004-01-13,8.3131,8.5044,8.2456,8.3372,334387
2004-01-14,8.6155,8.8342,8.6026,8.7425,471235
2004-01-15,8.7794,9.1026,8.7424,9.0174,647256
2004-01-16,9.0656,9.3583,8.937,9.3068,416575
2004-01-20,9.3631,9.3631,9.0962,9.2136,273186
2004-01-21,9.1782,9.1847,8.9644,9.0898,426093
2004-01-22,9.0656,9.0656,8.683,8.6942,413828
2004-01-23,8.8341,8.847,8.5447,8.5897,360494
2004-01-26,8.6444,8.683,8.4869,8.5608,280186
2004-01-27,8.4257,8.4257,7.8387,7.9288,1717940
2004-01-28,6.1503,6.271,5.4847,5.6487,11529432
2004-01-29,5.5667,5.7886,5.5474,5.5876,4268794
2004-01-30,5.7966,5.8271,5.6037,5.6278,2750259
2004-02-02,5.668,5.7098,5.2065,5.3062,2458060
2004-02-03,5.7886,5.8031,5.5474,5.7484,3150316
2004-02-04,5.8289,6.054,5.7903,6.0154,1107541
2004-02-05,5.9976,6.4366,5.9976,6.3273,1051567
2004-02-06,6.3514,6.3514,6.1134,6.3514,795019
2004-02-09,6.3643,6.3861,6.1907,6.2614,473266
2004-02-10,6.3112,6.3112,6.0394,6.0716,656804
2004-02-11,6.0057,6.1505,5.9575,6.0588,712999
2004-02-12,6.0459,6.1504,5.9767,5.9864,910414
2004-02-13,5.9493,6.0056,5.914,5.9301,354531
2004-02-17,5.9896,6.0909,5.9478,6.0443,199237
2004-02-18,6.0137,6.0185,5.9461,5.951,324400
2004-02-19,5.972,5.9816,5.7131,5.7147,418310
2004-02-20,5.7662,5.7742,5.5796,5.6697,414987
2004-02-23,5.7983,5.7999,5.5667,5.6182,339443
2004-02-24,5.6616,5.6616,5.5073,5.586,274075
2004-02-25,5.5056,5.615,5.459,5.4815,530416
2004-02-26,5.4606,5.5587,5.4446,5.5507,283150
2004-02-27,5.549,5.6278,5.4541,5.5651,502855
2004-03-01,5.6117,5.833,5.5876,5.75,561140
2004-03-02,5.7726,5.7726,5.5732,5.5989,269808
2004-03-03,5.5314,5.5925,5.459,5.4928,217311
2004-03-04,5.5009,5.5009,5.3867,5.4494,535717
2004-03-05,5.4494,5.5539,5.3947,5.5121,554835
2004-03-08,5.5602,5.5604,5.4816,5.5121,543029
2004-03-09,5.5153,5.668,5.512,5.5394,393176
2004-03-10,5.5793,5.6214,5.4686,5.5072,433934
2004-03-11,5.4557,5.5281,5.3496,5.4075,645395
2004-03-12,5.3754,5.4349,5.3448,5.4011,336541
2004-03-15,5.3401,5.3947,5.205,5.2082,504655
2004-03-16,5.2516,5.3063,5.0281,5.0651,752631
2004-03-17,5.131,5.176,5.0651,5.1117,733600
2004-03-18,5.1438,5.1872,5.0618,5.1133,304575
2004-03-19,5.1454,5.1503,5.0329,5.0506,244138
2004-03-22,5.0297,5.049,4.8431,5.0152,441830
2004-03-23,5.1439,5.3224,5.1134,5.1857,563316
2004-03-24,5.065,5.2129,5.0489,5.1406,307735
2004-03-25,5.1872,5.3866,5.1856,5.3786,292304
2004-03-26,5.3417,5.5684,5.2966,5.4896,271763
2004-03-29,5.5073,5.5201,5.4123,5.4638,173231
2004-03-30,5.4043,5.4574,5.3851,5.4558,90137
2004-03-31,5.3867,5.5796,5.3529,5.4976,294890
2004-04-01,5.4896,5.5314,5.3738,5.5105,414023
2004-04-02,5.5249,5.66,5.5249,5.5796,273352
2004-04-05,5.5603,5.7131,5.5475,5.6745,417324
2004-04-06,5.689,5.7709,5.6391,5.66,253345
2004-04-07,5.8369,6.062,5.8369,5.9945,507457
2004-04-08,5.9799,6.0507,5.9494,6.033,245497
2004-04-12,6.0298,6.0673,5.9386,5.9832,122855
2004-04-13,5.9945,6.062,5.8851,5.8851,105752
2004-04-14,5.861,5.988,5.861,5.98,177405
2004-04-15,5.9833,6.062,5.8353,5.8546,153892
2004-04-16,5.8852,5.898,5.7726,5.7726,265096
2004-04-19,5.7677,5.9012,5.6809,5.9012,120224
2004-04-20,5.6552,5.7147,5.4992,5.5362,537008
2004-04-21,5.5249,5.6439,5.3609,5.5876,473398
2004-04-22,5.6215,5.7244,5.5314,5.6922,468025
2004-04-23,5.6519,5.7066,5.6005,5.6857,417181
2004-04-26,5.6198,5.7001,5.4589,5.5651,214304
2004-04-27,5.6037,5.6519,5.5635,5.6198,246426
2004-04-28,5.5201,5.5845,5.4301,5.451,318971
2004-04-29,5.5249,5.5668,5.332,5.3915,158662
2004-04-30,5.4301,5.5314,5.3577,5.3577,220307
2004-05-03,5.3353,5.3481,5.2275,5.2661,386344
2004-05-04,5.3481,5.3481,5.1937,5.2355,535090
2004-05-05,5.2002,5.2081,5.0586,5.1567,491035
2004-05-06,5.0216,5.065,4.909,4.9396,695060
2004-05-07,4.9541,4.9846,4.8528,4.8608,375221
2004-05-10,4.8399,4.9911,4.8158,4.975,314451
2004-05-11,5.0168,5.0956,4.9557,5.0152,166237
2004-05-12,4.9332,5.0683,4.9042,5.012,225813
2004-05-13,5.012,5.1374,4.9686,5.0747,210156
2004-05-14,5.0345,5.1101,4.9621,4.9975,184982
2004-05-17,4.9509,4.9526,4.7998,4.8641,235830
2004-05-18,5.0007,5.0827,4.8769,5.0827,234122
2004-05-19,5.1134,5.2597,5.0072,5.1246,374985
2004-05-20,5.1052,5.1052,5.004,5.094,110471
2004-05-21,5.139,5.1615,5.049,5.1149,168944
2004-05-24,5.049,5.1182,4.9992,5.0297,167992
2004-05-25,5.0008,5.0731,4.9284,5.0731,370777
2004-05-26,4.9477,5.0136,4.9397,4.9927,211642
2004-05-27,4.9862,5.0361,4.9493,5.0184,149925
2004-05-28,4.9718,4.9814,4.9074,4.9348,117289
2004-06-01,4.9091,5.0024,4.9043,4.9686,195359
2004-06-02,4.9606,5.1599,4.9606,5.1487,273636
2004-06-03,5.1664,5.3304,5.1664,5.2275,374002
2004-06-04,5.2564,5.3593,5.2435,5.2435,164205
2004-06-07,5.221,5.2548,5.1052,5.1776,197403
2004-06-08,5.2162,5.2404,5.0635,5.1471,388222
2004-06-09,5.0651,5.1278,5.0346,5.0844,291751
2004-06-10,5.0313,5.0924,5.0249,5.0715,198681
2004-06-14,5.0168,5.0731,5.0007,5.0136,223459
2004-06-15,5.0602,5.3062,5.0441,5.2644,246849
