"MacroTrends Data Download"
"RYAAY - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net""."
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page."


date,open,high,low,close,volume
1997-05-29,1.0251,1.0351,0.8542,1.0251,6800616
1997-05-30,0.9949,1.005,0.9396,0.9949,1856244
1997-06-02,1.0351,1.0552,0.9848,1.0351,776888
1997-06-03,1.015,1.0401,1.015,1.015,260397
1997-06-04,1.0301,1.0402,1.01,1.0301,356359
1997-06-05,1.02,1.0401,1.02,1.02,283558
1997-06-06,1.0452,1.0553,1,1.0452,444265
1997-06-09,1.0904,1.1055,1.0502,1.0904,114350
1997-06-10,1.0703,1.1055,1.0603,1.0703,87271
1997-06-11,1.0502,1.0753,1.0301,1.0502,165383
1997-06-12,1.0351,1.0502,1.0251,1.0351,144874
1997-06-13,1.0301,1.0502,1.0301,1.0301,98541
1997-06-16,1.02,1.0351,1.02,1.02,56273
1997-06-17,0.9999,1.02,0.9848,0.9999,131251
1997-06-18,0.9748,0.9999,0.9597,0.9748,53064
1997-06-19,0.9798,0.9949,0.9748,0.9798,34515
1997-06-20,0.9798,0.9949,0.9798,0.9798,56899
1997-06-23,0.9648,0.995,0.9648,0.9648,34517
1997-06-24,0.9999,0.9999,0.9647,0.9999,73726
1997-06-25,1.0427,1.0553,0.9899,1.0427,198965
1997-06-26,1.0904,1.1029,1.0502,1.0904,94391
1997-06-27,1.0753,1.0904,1.0753,1.0753,115052
1997-06-30,1.0904,1.0904,1.0753,1.0904,164598
1997-07-01,1.0904,1.1004,1.0803,1.0904,258519
1997-07-02,1.0954,1.1004,1.0904,1.0954,27550
1997-07-03,1.0954,1.1155,1.0853,1.0954,82885
1997-07-07,1.0703,1.1055,1.0553,1.0703,42344
1997-07-08,1.0452,1.0603,1.0351,1.0452,54320
1997-07-09,1.0552,1.0753,1.0451,1.0552,69343
1997-07-10,1.0703,1.0854,1.0502,1.0703,77096
1997-07-11,1.0904,1.0904,1.0753,1.0904,22933
1997-07-14,1.0703,1.0904,1.0703,1.0703,41718
1997-07-15,1.0703,1.0753,1.0653,1.0703,25438
1997-07-16,1.0703,1.0854,1.0653,1.0703,56433
1997-07-17,1.0803,1.0853,1.0702,1.0803,10253
1997-07-18,1.0753,1.0803,1.0652,1.0753,18471
1997-07-21,1.0854,1.0904,1.0703,1.0854,79759
1997-07-22,1.1004,1.1004,1.0803,1.1004,25515
1997-07-23,1.1105,1.1105,1.0904,1.1105,16749
1997-07-24,1.1557,1.1557,1.1105,1.1557,16984
1997-07-25,1.1758,1.1959,1.1507,1.1758,41638
1997-07-28,1.1708,1.1909,1.1657,1.1708,27628
1997-07-29,1.1356,1.1507,1.1256,1.1356,38665
1997-07-30,1.1256,1.1256,1.1256,1.1256,704
1997-07-31,1.1356,1.1356,1.1256,1.1356,149337
1997-08-01,1.1356,1.1407,1.1306,1.1356,19645
1997-08-04,1.1406,1.1456,1.1305,1.1406,29584
1997-08-05,1.1457,1.1507,1.1306,1.1457,43910
1997-08-06,1.1708,1.1708,1.1406,1.1708,55257
1997-08-07,1.1683,1.1709,1.1658,1.1683,73340
1997-08-08,1.1607,1.1607,1.1456,1.1607,39994
1997-08-11,1.0753,1.1657,1.0703,1.0753,187293
1997-08-12,1.0301,1.0854,0.9849,1.0301,251635
1997-08-13,1.0251,1.0402,1.0251,1.0251,177124
1997-08-14,1.0251,1.0351,1.0251,1.0251,15576
1997-08-15,1.02,1.0251,1.02,1.02,3365
1997-08-18,1.01,1.0351,0.9999,1.01,11897
1997-08-19,0.9949,1.01,0.9848,0.9949,320892
1997-08-20,0.9246,0.9949,0.8794,0.9246,685096
1997-08-21,0.9246,0.9397,0.9221,0.9246,207728
1997-08-22,0.9447,0.9447,0.9196,0.9447,175013
1997-08-25,0.9748,0.9798,0.9446,0.9748,176568
1997-08-26,1.0351,1.0351,0.9798,1.0351,247405
1997-08-27,1.0954,1.0954,1.0753,1.0954,104330
1997-08-28,1.0904,1.0954,1.0803,1.0904,92904
1997-08-29,1.1055,1.1356,1.0854,1.1055,183308
1997-09-02,1.0954,1.1205,1.0954,1.0954,27002
1997-09-03,1.0854,1.1024,1.0804,1.0854,99483
1997-09-04,1.0904,1.0904,1.0803,1.0904,29116
1997-09-05,1.0854,1.0955,1.0754,1.0854,116546
1997-09-08,1.0803,1.0954,1.0753,1.0803,269702
1997-09-09,1.0979,1.1055,1.0753,1.0979,159116
1997-09-10,1.1004,1.1004,1.0853,1.1004,132505
1997-09-11,1.0803,1.0954,1.0803,1.0803,73413
1997-09-12,1.0803,1.0879,1.0702,1.0803,115285
1997-09-15,1.0854,1.0904,1.0754,1.0854,22307
1997-09-16,1.0954,1.0954,1.0853,1.0954,90398
1997-09-17,1.1004,1.1004,1.0853,1.1004,4774
1997-09-18,1.1004,1.1055,1.0904,1.1004,37803
1997-09-19,1.1055,1.1055,1.0904,1.1055,4774
1997-09-22,1.0904,1.1004,1.0904,1.0904,61597
1997-09-23,1.0803,1.0904,1.0778,1.0803,65586
1997-09-24,1.0954,1.0954,1.0803,1.0954,39916
1997-09-25,1.1105,1.1256,1.0854,1.1105,26298
1997-09-26,1.1256,1.1256,1.1105,1.1256,15341
1997-09-29,1.1658,1.1658,1.1105,1.1658,39136
1997-09-30,1.2079,1.211,1.1709,1.2079,143471
1997-10-01,1.2009,1.211,1.1959,1.2009,207876
1997-10-02,1.2009,1.206,1.2009,1.2009,1565
1997-10-03,1.211,1.211,1.2009,1.211,136971
1997-10-06,1.206,1.211,1.2009,1.206,16593
1997-10-07,1.216,1.216,1.206,1.216,25202
1997-10-08,1.206,1.216,1.2009,1.206,8375
1997-10-09,1.1959,1.1959,1.1808,1.1959,7514
1997-10-10,1.1708,1.1858,1.1708,1.1708,9705
1997-10-13,1.1557,1.1858,1.1557,1.1557,34750
1997-10-14,1.1658,1.1658,1.1558,1.1658,52833
1997-10-15,1.1457,1.1608,1.1457,1.1457,7201
1997-10-16,1.1004,1.1557,1.1004,1.1004,43125
1997-10-17,1.0954,1.1029,1.0954,1.0954,6966
1997-10-20,1.108,1.1155,1.1055,1.108,9079
1997-10-21,1.1004,1.1155,1.1004,1.1004,19019
1997-10-22,1.1055,1.1055,1.1004,1.1055,34126
1997-10-23,1.0753,1.1004,1.0703,1.0753,39212
1997-10-24,1.0653,1.0904,1.0653,1.0653,38196
1997-10-27,0.8643,1.0653,0.8593,0.8643,112319
1997-10-28,0.9547,0.9949,0.8492,0.9547,236841
1997-10-29,1.0401,1.0476,0.9949,1.0401,56194
1997-10-30,0.9949,1.0451,0.9949,0.9949,46882
1997-10-31,1.005,1.005,0.9949,1.005,188786
1997-11-03,1.01,1.01,0.9999,1.01,16436
1997-11-04,1.015,1.015,0.9999,1.015,77485
1997-11-05,0.9999,1.02,0.9999,0.9999,9235
1997-11-06,0.9999,1.02,0.9999,0.9999,12757
1997-11-07,0.9648,1.005,0.9547,0.9648,26142
1997-11-10,0.9597,0.9748,0.9597,0.9597,110196
1997-11-11,0.9648,0.9799,0.9648,0.9648,15263
1997-11-12,0.9623,0.9749,0.9497,0.9623,70210
1997-11-13,0.9648,0.9698,0.9547,0.9648,210079
1997-11-14,0.9748,0.9748,0.9597,0.9748,102372
1997-11-17,0.9886,0.9999,0.9697,0.9886,38819
1997-11-18,1.01,1.015,1.005,1.01,14714
1997-11-19,1.0552,1.0552,1.0401,1.0552,22384
1997-11-20,1.0602,1.0602,1.0451,1.0602,1174
1997-11-21,1.0452,1.0553,1.0402,1.0452,9627
1997-11-24,1.0502,1.0502,1.0402,1.0502,35534
1997-11-25,1.0602,1.0602,1.0501,1.0602,39758
1997-11-26,1.0703,1.0753,1.0502,1.0703,7279
1997-11-28,1.0753,1.0753,1.0602,1.0753,4461
1997-12-01,1.0452,1.0754,1.0452,1.0452,12915
1997-12-02,1.0251,1.0452,1.0251,1.0251,44692
1997-12-03,1.0301,1.0301,1.015,1.0301,15106
1997-12-04,1.005,1.015,1,1.005,112551
1997-12-05,1.015,1.015,0.9999,1.015,175007
1997-12-08,1.015,1.0251,1.015,1.015,37021
1997-12-09,1.0251,1.0251,1,1.0251,51580
1997-12-10,1.005,1.01,1,1.005,39996
1997-12-11,0.9999,1.01,0.9949,0.9999,77639
1997-12-12,1.01,1.01,0.9949,1.01,17767
1997-12-15,0.9999,1.0049,0.9999,0.9999,19566
1997-12-16,1.01,1.01,0.9949,1.01,5714
1997-12-17,0.9949,1.01,0.9949,0.9949,4305
1997-12-18,0.9798,0.9999,0.9798,0.9798,10644
1997-12-19,0.9798,0.9798,0.9647,0.9798,11035
1997-12-22,0.9773,0.9798,0.9647,0.9773,8453
1997-12-23,0.9648,0.9849,0.9648,0.9648,33891
1997-12-24,0.9798,0.9798,0.9597,0.9798,17688
1997-12-26,0.9597,0.9597,0.9597,0.9597,548
1997-12-29,0.9698,0.9849,0.9698,0.9698,37257
1997-12-30,0.9748,0.9848,0.9697,0.9748,7122
1997-12-31,1.01,1.01,0.9849,1.01,9314
1998-01-02,1.005,1.015,0.9949,1.005,12680
1998-01-05,1.0251,1.0351,1.01,1.0251,35769
1998-01-06,1.02,1.02,1.015,1.02,14244
1998-01-07,1.015,1.015,0.9899,1.015,2035
1998-01-08,0.9748,1.005,0.9697,0.9748,68169
1998-01-09,0.9547,0.9798,0.9547,0.9547,48448
1998-01-12,0.9648,0.9698,0.9447,0.9648,65669
1998-01-13,0.9849,0.9899,0.9749,0.9849,44302
1998-01-14,1.005,1.01,0.9799,1.005,69738
1998-01-15,1.005,1.005,1,1.005,47118
1998-01-16,0.9999,1.0049,0.9999,0.9999,32715
1998-01-20,0.9849,1.01,0.9849,0.9849,3522
1998-01-21,0.9798,0.9999,0.9798,0.9798,18705
1998-01-22,0.9698,1,0.9698,0.9698,5401
1998-01-23,0.9547,0.9798,0.9447,0.9547,68172
1998-01-26,0.9095,0.9648,0.8944,0.9095,31620
1998-01-27,0.9145,0.9447,0.9145,0.9145,33263
1998-01-28,0.9045,0.9447,0.8945,0.9045,130558
1998-01-29,0.9874,0.995,0.9146,0.9874,307371
1998-01-30,0.9949,0.9949,0.9647,0.9949,59639
1998-02-02,0.9999,1.0049,0.9748,0.9999,5635
1998-02-03,1.0502,1.0552,0.9949,1.0502,159669
1998-02-04,1.0829,1.1005,1.0653,1.0829,385648
1998-02-05,1.0904,1.1004,1.0803,1.0904,131960
1998-02-06,1.1607,1.1909,1.0803,1.1607,232997
1998-02-09,1.1356,1.1658,1.1206,1.1356,76547
1998-02-10,1.1356,1.1407,1.1155,1.1356,171878
1998-02-11,1.1658,1.1658,1.1306,1.1658,16907
1998-02-12,1.1658,1.1759,1.1507,1.1658,207028
1998-02-13,1.2009,1.2009,1.1557,1.2009,193397
1998-02-17,1.2512,1.2613,1.1909,1.2512,61834
1998-02-18,1.2261,1.2361,1.216,1.2261,133764
1998-02-19,1.2612,1.2612,1.2361,1.2612,167019
1998-02-20,1.2813,1.2863,1.2411,1.2813,59405
1998-02-23,1.3215,1.3315,1.2813,1.3215,94936
1998-02-24,1.3165,1.3366,1.3165,1.3165,45239
1998-02-25,1.3818,1.4019,1.3366,1.3818,109496
1998-02-26,1.4622,1.4641,1.3718,1.4622,215000
1998-02-27,1.4874,1.6331,1.4723,1.4874,338832
1998-03-02,1.5225,1.5577,1.4974,1.5225,58778
1998-03-03,1.4421,1.5325,1.4421,1.4421,59874
1998-03-04,1.4773,1.4974,1.4421,1.4773,104175
1998-03-05,1.4421,1.5074,1.4421,1.4421,108947
1998-03-06,1.4874,1.5075,1.4673,1.4874,66451
1998-03-09,1.4019,1.4522,1.4019,1.4019,13619
1998-03-10,1.407,1.4472,1.3969,1.407,17689
1998-03-11,1.3668,1.4271,1.3668,1.3668,52286
1998-03-12,1.3115,1.4019,1.3115,1.3115,23403
1998-03-13,1.3215,1.3416,1.3014,1.3215,76700
1998-03-16,1.3969,1.3969,1.3366,1.3969,156928
1998-03-17,1.4472,1.4673,1.3769,1.4472,52520
1998-03-18,1.4472,1.4623,1.417,1.4472,39214
1998-03-19,1.4371,1.4723,1.417,1.4371,49308
1998-03-20,1.4773,1.4773,1.4371,1.4773,29977
1998-03-23,1.4472,1.4774,1.4372,1.4472,86333
1998-03-24,1.4271,1.4673,1.4271,1.4271,46493
1998-03-25,1.417,1.4874,1.417,1.417,51736
1998-03-26,1.4773,1.4773,1.427,1.4773,4226
1998-03-27,1.5024,1.5075,1.4572,1.5024,46100
1998-03-30,1.4974,1.5175,1.4723,1.4974,15888
1998-03-31,1.4874,1.4874,1.4472,1.4874,19802
1998-04-01,1.4823,1.5175,1.4773,1.4823,158805
1998-04-02,1.4673,1.4774,1.4573,1.4673,14245
1998-04-03,1.407,1.4572,1.407,1.407,43362
1998-04-06,1.4723,1.4723,1.4271,1.4723,16045
1998-04-07,1.4271,1.4723,1.4271,1.4271,5557
1998-04-08,1.5024,1.5175,1.427,1.5024,36629
1998-04-09,1.5276,1.5377,1.4874,1.5276,21290
1998-04-13,1.5276,1.5377,1.5175,1.5276,38040
1998-04-14,1.5175,1.5376,1.5175,1.5175,18863
1998-04-15,1.5351,1.5377,1.5175,1.5351,21837
1998-04-16,1.5326,1.5376,1.5175,1.5326,18628
1998-04-17,1.5326,1.5577,1.5175,1.5326,34830
1998-04-20,1.5477,1.5578,1.5175,1.5477,56277
1998-04-21,1.5728,1.5879,1.5577,1.5728,43752
1998-04-22,1.5678,1.598,1.5678,1.5678,18550
1998-04-23,1.5979,1.5979,1.5376,1.5979,12914
1998-04-24,1.5577,1.5979,1.5476,1.5577,20819
1998-04-27,1.5477,1.5678,1.5075,1.5477,20429
1998-04-28,1.5075,1.5778,1.5075,1.5075,37257
1998-04-29,1.5225,1.5577,1.5074,1.5225,29272
1998-04-30,1.5426,1.5426,1.5074,1.5426,626
1998-05-01,1.5426,1.5476,1.5124,1.5426,13227
1998-05-04,1.5326,1.5577,1.5075,1.5326,12680
1998-05-05,1.5125,1.5276,1.5075,1.5125,16985
1998-05-06,1.4874,1.5276,1.4874,1.4874,195049
1998-05-07,1.4874,1.4874,1.4723,1.4874,8845
1998-05-08,1.5125,1.5125,1.4773,1.5125,5401
1998-05-11,1.4421,1.4873,1.4421,1.4421,43281
1998-05-12,1.3517,1.4321,1.3216,1.3517,383758
1998-05-13,1.3869,1.3919,1.3567,1.3869,203501
1998-05-14,1.4572,1.4572,1.3869,1.4572,291860
1998-05-15,1.4823,1.5024,1.4672,1.4823,58153
1998-05-18,1.4798,1.5074,1.4622,1.4798,11505
1998-05-19,1.4773,1.5125,1.4622,1.4773,12914
1998-05-20,1.4874,1.5075,1.4824,1.4874,60033
1998-05-21,1.4823,1.5175,1.4823,1.4823,11584
1998-05-22,1.4848,1.4848,1.4672,1.4848,44299
1998-05-26,1.4421,1.4873,1.4371,1.4421,34437
1998-05-27,1.4472,1.4472,1.407,1.4472,62226
1998-05-28,1.4019,1.422,1.4019,1.4019,53222
1998-05-29,1.412,1.4321,1.3869,1.412,23716
1998-06-01,1.4271,1.4271,1.407,1.4271,1174
1998-06-02,1.4271,1.4271,1.407,1.4271,13619
1998-06-03,1.4421,1.4723,1.4094,1.4421,80380
1998-06-04,1.4421,1.4572,1.427,1.4421,43516
1998-06-05,1.4522,1.4522,1.4422,1.4522,1800
1998-06-08,1.4472,1.4522,1.417,1.4472,6496
1998-06-09,1.417,1.4221,1.4019,1.417,42735
1998-06-10,1.4673,1.4749,1.3769,1.4673,67627
1998-06-11,1.4673,1.4673,1.4321,1.4673,39997
1998-06-12,1.4773,1.4874,1.427,1.4773,74668
1998-06-15,1.4371,1.4471,1.432,1.4371,53456
1998-06-16,1.4622,1.4823,1.427,1.4622,32794
1998-06-17,1.4472,1.4673,1.4472,1.4472,11662
1998-06-18,1.4321,1.4572,1.417,1.4321,19098
1998-06-19,1.3969,1.4572,1.3969,1.3969,3679
1998-06-22,1.3768,1.427,1.3768,1.3768,2739
1998-06-23,1.3065,1.407,1.3065,1.3065,15654
1998-06-24,1.3165,1.3467,1.2863,1.3165,44926
1998-06-25,1.3668,1.3668,1.3166,1.3668,48294
1998-06-26,1.3869,1.3869,1.3316,1.3869,18785
1998-06-29,1.417,1.417,1.3667,1.417,20350
1998-06-30,1.4321,1.4321,1.3768,1.4321,7592
1998-07-01,1.4622,1.4873,1.427,1.4622,118027
1998-07-02,1.4622,1.4974,1.4572,1.4622,23637
1998-07-06,1.5477,1.5477,1.4673,1.5477,19568
1998-07-07,1.5577,1.5577,1.5024,1.5577,80068
1998-07-08,1.6029,1.628,1.5376,1.6029,110355
1998-07-09,1.5778,1.618,1.5276,1.5778,19567
1998-07-10,1.608,1.618,1.5979,1.608,36709
1998-07-13,1.6984,1.7286,1.6331,1.6984,87348
1998-07-14,1.7336,1.7336,1.7035,1.7336,188005
1998-07-15,1.7336,1.7487,1.7085,1.7336,37022
1998-07-16,1.7336,1.7336,1.6984,1.7336,14245
1998-07-17,1.6331,1.711,1.6281,1.6331,437140
1998-07-20,1.6934,1.6984,1.6582,1.6934,68643
1998-07-21,1.6482,1.6884,1.6482,1.6482,29273
1998-07-22,1.6381,1.6683,1.6381,1.6381,44221
1998-07-23,1.608,1.6583,1.608,1.608,28412
1998-07-24,1.608,1.6231,1.5778,1.608,11819
1998-07-27,1.5778,1.618,1.5728,1.5778,32247
1998-07-28,1.5703,1.5879,1.5677,1.5703,87818
1998-07-29,1.5678,1.598,1.5678,1.5678,34518
1998-07-30,1.5728,1.5929,1.5678,1.5728,27629
1998-07-31,1.5678,1.5929,1.5678,1.5678,10019
1998-08-03,1.5602,1.5602,1.5577,1.5602,4696
1998-08-04,1.5376,1.5778,1.5376,1.5376,32246
1998-08-05,1.5326,1.5678,1.5326,1.5326,109187
1998-08-06,1.5527,1.5527,1.5326,1.5527,104645
1998-08-07,1.5778,1.5778,1.5476,1.5778,48292
1998-08-10,1.5853,1.5928,1.5677,1.5853,93919
1998-08-11,1.5627,1.5878,1.5376,1.5627,26298
1998-08-12,1.5678,1.598,1.5477,1.5678,4775
1998-08-13,1.5276,1.5979,1.5276,1.5276,102065
1998-08-14,1.4874,1.5452,1.4773,1.4874,15811
1998-08-17,1.4572,1.5125,1.4572,1.4572,3835
1998-08-18,1.4622,1.4924,1.4572,1.4622,42969
1998-08-19,1.4522,1.4673,1.4422,1.4522,37726
1998-08-20,1.3768,1.4471,1.3768,1.3768,90008
1998-08-21,1.3467,1.3718,1.3165,1.3467,20664
1998-08-24,1.3266,1.3467,1.319,1.3266,67547
1998-08-25,1.3266,1.3568,1.3015,1.3266,59799
1998-08-26,1.2512,1.2864,1.2462,1.2512,29586
1998-08-27,1.1658,1.2311,1.1457,1.1658,111772
1998-08-28,1.1859,1.2161,1.1859,1.1859,249531
1998-08-31,1.1859,1.211,1.1759,1.1859,3053
1998-09-01,1.1557,1.1758,1.1055,1.1557,122800
1998-09-02,1.2964,1.2964,1.1708,1.2964,108792
1998-09-03,1.2813,1.2964,1.2461,1.2813,83980
1998-09-04,1.2914,1.3266,1.2713,1.2914,45552
1998-09-08,1.3065,1.3216,1.2914,1.3065,76940
1998-09-09,1.3115,1.3115,1.2813,1.3115,191917
1998-09-10,1.3115,1.3316,1.2964,1.3115,74043
1998-09-11,1.3542,1.3542,1.3115,1.3542,296714
1998-09-14,1.3869,1.3869,1.3316,1.3869,224947
1998-09-15,1.4421,1.4421,1.3718,1.4421,54160
1998-09-16,1.4271,1.4522,1.3969,1.4271,123981
1998-09-17,1.407,1.417,1.3819,1.407,111300
1998-09-18,1.4271,1.4372,1.407,1.4271,126642
1998-09-21,1.4421,1.4421,1.3768,1.4421,47195
1998-09-22,1.3869,1.4472,1.3869,1.3869,158339
1998-09-23,1.4271,1.4472,1.3869,1.4271,10488
1998-09-24,1.3969,1.407,1.3869,1.3969,77720
1998-09-25,1.3266,1.3969,1.3266,1.3266,20037
1998-09-28,1.3517,1.3517,1.3266,1.3517,2739
1998-09-29,1.2864,1.3618,1.2864,1.2864,18394
1998-09-30,1.3768,1.3768,1.2612,1.3768,157239
1998-10-01,1.2964,1.3467,1.2662,1.2964,54788
1998-10-02,1.216,1.3165,1.216,1.216,80460
1998-10-05,1.1708,1.206,1.1657,1.1708,14949
1998-10-06,1.1658,1.2135,1.1256,1.1658,8923
1998-10-07,1.0602,1.1255,1.0552,1.0602,85622
1998-10-08,0.9422,1,0.8844,0.9422,83985
1998-10-09,1.1055,1.1055,0.9749,1.1055,41640
1998-10-12,1.1658,1.1709,1.1005,1.1658,39527
1998-10-13,1.2035,1.2161,1.1759,1.2035,25360
1998-10-14,1.221,1.231,1.2009,1.221,15105
1998-10-15,1.2411,1.2411,1.1858,1.2411,23793
1998-10-16,1.211,1.2412,1.206,1.211,25046
1998-10-19,1.216,1.2361,1.1808,1.216,10801
1998-10-20,1.2914,1.3065,1.2462,1.2914,65119
1998-10-21,1.3467,1.3467,1.2713,1.3467,27551
1998-10-22,1.3366,1.3868,1.3165,1.3366,56274
1998-10-23,1.3014,1.3265,1.2863,1.3014,7435
1998-10-26,1.2663,1.2914,1.2663,1.2663,626
1998-10-27,1.2462,1.2663,1.216,1.2462,32639
1998-10-28,1.206,1.2261,1.2009,1.206,17454
1998-10-29,1.1909,1.206,1.1833,1.1909,222517
1998-10-30,1.1808,1.221,1.1808,1.1808,29272
1998-11-02,1.211,1.2261,1.1758,1.211,42109
1998-11-03,1.2311,1.2412,1.211,1.2311,75373
1998-11-04,1.2261,1.2361,1.2211,1.2261,63086
1998-11-05,1.2663,1.3065,1.2211,1.2663,89307
1998-11-06,1.3416,1.3818,1.2662,1.3416,40385
1998-11-09,1.3818,1.3919,1.3567,1.3818,22776
1998-11-10,1.407,1.4221,1.3668,1.407,182839
1998-11-11,1.3542,1.417,1.3517,1.3542,4774
1998-11-12,1.3065,1.3568,1.3065,1.3065,77801
1998-11-13,1.2663,1.3467,1.2412,1.2663,143471
1998-11-16,1.206,1.2261,1.1809,1.206,205771
1998-11-17,1.1708,1.2009,1.1708,1.1708,19567
1998-11-18,1.1356,1.206,1.1356,1.1356,12914
1998-11-19,1.1758,1.1909,1.1456,1.1758,139863
1998-11-20,1.1557,1.1959,1.1456,1.1557,10566
1998-11-23,1.1658,1.1658,1.1658,1.1658,939
1998-11-24,1.1457,1.1558,1.1306,1.1457,36944
1998-11-25,1.1306,1.1457,1.1306,1.1306,17454
1998-11-27,1.1406,1.1406,1.1406,1.1406,1017
1998-11-30,1.0954,1.1456,1.0904,1.0954,22854
1998-12-01,1.0854,1.0854,1.0452,1.0854,204132
1998-12-02,1.2009,1.2009,1.0803,1.2009,119435
1998-12-03,1.1658,1.211,1.1457,1.1658,61130
1998-12-04,1.2097,1.211,1.1657,1.2097,56508
1998-12-07,1.211,1.216,1.1808,1.211,56432
1998-12-08,1.2009,1.216,1.1657,1.2009,7122
1998-12-09,1.2035,1.2061,1.1608,1.2035,7514
1998-12-10,1.1494,1.206,1.1255,1.1494,35377
1998-12-11,1.1658,1.1859,1.1356,1.1658,53616
1998-12-14,1.1607,1.1758,1.1456,1.1607,12757
1998-12-15,1.1758,1.1758,1.1607,1.1758,16749
1998-12-16,1.1959,1.1959,1.1557,1.1959,12914
1998-12-17,1.206,1.216,1.1658,1.206,32482
1998-12-18,1.2261,1.2311,1.206,1.2261,25908
1998-12-21,1.2964,1.3065,1.2261,1.2964,29820
1998-12-22,1.3818,1.3818,1.3064,1.3818,73101
1998-12-23,1.4371,1.4421,1.3768,1.4371,58778
1998-12-24,1.4472,1.4472,1.4372,1.4472,1487
1998-12-28,1.4572,1.4622,1.427,1.4572,33577
1998-12-29,1.5175,1.5276,1.4673,1.5175,53771
1998-12-30,1.5276,1.5427,1.5075,1.5276,8453
1998-12-31,1.5175,1.5477,1.5075,1.5175,11349
1999-01-04,1.5376,1.5527,1.5275,1.5376,13305
1999-01-05,1.5376,1.5476,1.5175,1.5376,14323
1999-01-06,1.5276,1.5377,1.5175,1.5276,10567
1999-01-07,1.4673,1.5276,1.4422,1.4673,56982
1999-01-08,1.422,1.4923,1.3969,1.422,44455
1999-01-11,1.417,1.4221,1.3667,1.417,31308
1999-01-12,1.3467,1.3969,1.3467,1.3467,37883
1999-01-13,1.3416,1.3466,1.3315,1.3416,71379
1999-01-14,1.2713,1.3416,1.2713,1.2713,14088
1999-01-15,1.3115,1.3115,1.2864,1.3115,56354
1999-01-19,1.2261,1.3216,1.206,1.2261,415930
1999-01-20,1.3266,1.3266,1.2361,1.3266,294923
1999-01-21,1.3266,1.3266,1.3015,1.3266,1644
1999-01-22,1.3065,1.3266,1.2814,1.3065,21524
1999-01-25,1.3416,1.3567,1.3165,1.3416,50012
1999-01-26,1.4572,1.4823,1.3466,1.4572,88990
1999-01-27,1.412,1.4823,1.407,1.412,37256
1999-01-28,1.3919,1.4271,1.3668,1.3919,50797
1999-01-29,1.3768,1.3869,1.3718,1.3768,121706
1999-02-01,1.3718,1.3768,1.3667,1.3718,118029
1999-02-02,1.3818,1.3869,1.3592,1.3818,28489
1999-02-03,1.407,1.407,1.3668,1.407,95333
1999-02-04,1.5075,1.5075,1.417,1.5075,69347
1999-02-05,1.4673,1.4949,1.4472,1.4673,80541
1999-02-08,1.4723,1.4823,1.4572,1.4723,20193
1999-02-09,1.4773,1.4924,1.4572,1.4773,26846
1999-02-10,1.5175,1.5276,1.4472,1.5175,141980
1999-02-11,1.5577,1.5929,1.5275,1.5577,99087
1999-02-12,1.5401,1.5677,1.5275,1.5401,28254
1999-02-16,1.5276,1.5728,1.5075,1.5276,44458
1999-02-17,1.5376,1.5476,1.5376,1.5376,61597
1999-02-18,1.5175,1.5477,1.5175,1.5175,127814
1999-02-19,1.5527,1.5677,1.5024,1.5527,34282
1999-02-22,1.5477,1.5528,1.5276,1.5477,18316
1999-02-23,1.5376,1.5527,1.5275,1.5376,6731
1999-02-24,1.5276,1.5477,1.4974,1.5276,23012
1999-02-25,1.5276,1.5276,1.5075,1.5276,40309
1999-02-26,1.5225,1.5627,1.5225,1.5225,5635
1999-03-01,1.5627,1.5627,1.5175,1.5627,4774
1999-03-02,1.5175,1.5376,1.5175,1.5175,13541
1999-03-03,1.525,1.5376,1.52,1.525,118104
1999-03-04,1.5276,1.5326,1.5175,1.5276,53459
1999-03-05,1.5426,1.5426,1.5175,1.5426,47665
1999-03-08,1.5577,1.5627,1.5326,1.5577,32325
1999-03-09,1.5502,1.5678,1.5276,1.5502,140340
1999-03-10,1.5678,1.5678,1.5427,1.5678,7201
1999-03-11,1.5828,1.5878,1.5677,1.5828,17845
1999-03-12,1.5728,1.5879,1.5276,1.5728,31151
1999-03-15,1.5879,1.5879,1.5477,1.5879,8610
1999-03-16,1.608,1.608,1.5854,1.608,8688
1999-03-17,1.608,1.608,1.5728,1.608,10567
1999-03-18,1.6281,1.6482,1.5728,1.6281,4775
1999-03-19,1.6733,1.6833,1.6281,1.6733,24029
1999-03-22,1.6632,1.6934,1.6582,1.6632,28646
1999-03-23,1.6532,1.6934,1.6532,1.6532,14949
1999-03-24,1.6431,1.6733,1.633,1.6431,9627
1999-03-25,1.6431,1.6632,1.633,1.6431,99321
1999-03-26,1.6482,1.6733,1.6281,1.6482,50876
1999-03-29,1.6431,1.6733,1.628,1.6431,201615
1999-03-30,1.618,1.6281,1.603,1.618,69346
